OrderID,CustomerID,CustomerName,Gender,Age,City,Category,ProductName,Quantity,UnitPrice,ShippingCost,TotalAmount,ShippingMethod,Platform,OrderDate,DeliveryDate,DeliveryDays,OrderStatus,Rating,ReturnStatus
40183,CUST0257,Customer_832,Female,33,Lucknow,Health,Product_193,5,₹13789.82,470.29,₹69419.39,Express,Mobile Web,44620,44745,7,Processing,3,NOT RETURNED
40184,CUST1559,Customer_142,Male,54,Jaipur,Sports,Product_66,10,₹25784.77,329.35,₹258177.05,Standard,Website,44900,24/05/2022,12,Delivered,2,not returned
40185,CUST0655,Customer_170,Male,61,Mumbai,Grocery,Product_118,9,,389.54,₹18513.92,Standard,Website,73050,24-04-2024,12,Cancelled,1,not returned
40186,CUST2839,Customer_498,Male,66,Hyderabad,Beauty,Product_14,9,₹34102.10,38.22,₹306957.12,Express,App,26/12/2022,44927,6,Cancelled,4,Not Returned
40187,CUST0909,Customer_175,Female,-47,Jaipur,Automotive,,8,₹13995.69,171.43,₹112136.95,Express,App,31/05/2022,44567,1,Cancelled,1,Not Returned
40188,CUST1161,Customer_161,Female,,Pune,Automotive,Product_157,8,₹58832.66,465.43,₹4294.25,Standard,Website,45332,20/02/2024,10,Delivered,5,RETURNED
40189,CUST1264,  Customer_429  ,Female,60,,Toys,Product_29,,₹39303.65,48.19,,Standard,App,24/12/2023,45444,13,Delivered,2,Not Returned
40190,CUST2068,Customer_226,Male,56,Delhi,Automotive,Product_200,5,₹78858.11,281.07,₹394571.62,Express,Mobile Web,44937,45210,9,Pending,2,Not Returned
40191,CUST1454,Customer_983,Female,,Delhi,Automotive,Product_155,7,₹70444.82,50,₹493163.74,Standard,App,45619,45629,10,Processing,2,Not Returned
40192,CUST1901,Customer_945,Female,26,Lucknow,Toys,Product_26,3,₹54393.19,45.2,₹163224.77,Express,Mobile Web,44651,44838,10,Delivered,5,Returned
40193,CUST0161,Customer_23,Male,21,Surat,Beauty,Product_113,2,26729.21,250.46,₹53708.88,Express,App,45125,45136,11,Processing,1,Not Returned
40194,CUST2567,Customer_241,Female,20,Delhi,Sports,Pr#duct_95,2,₹6225.47,476.59,₹12927.53,Standard,Website,,45165,5,Processing,2,Not Returned
40195,CUST0251,Customer_426,Male,58,Kolkata,Grocery,Product_67,9,₹70430.58,417.57,₹634292.79,Overnight,Mobile Web,45118,17-07-2023,6,Delivered,5,
40196,CUST1708,,Male,56,Pune,Furniture,Product_146,7,₹707.98,7348.02,₹5027.20,Standard,Website,44597,44686,3,Returned,4,Returned
40197,CUST0426,Customer_879,,43,,Grocery,Product_53,9,₹61907.10,149.27,₹557313.17, Express ,Website,19/12/2022,,3,,2,Not Returned
40198,CUST2550,Cu#tomer_450,Female,28,Mumbai,Furniture,Product_183,10,₹48214.31,144.62,₹140269.07,,,45173,19-09-2023,15,Delivered,3,Not Returned
40199,CUST2368,Customer_731,Female,50,,,Product_158,8,₹66973.73,405.77,,Same Day,Mobile Web,44842,20-10-2022,12,Cancelled,3,Not Returned
40200,CUST1425,Customer_389,Male,65,Mumbai,Toys,Product_149,5,₹47393.13,,₹237247.64,Express,App,44686,17/05/2022,12,Delivered,1,Not Returned
40201,CUST2151,Customer_797,Female,24,Kolkata, Automotive ,Product_84,,₹45238.04,193.59,₹181145.75,Same Day,Website,25/01/2024,29/01/2024,4,Cancelled,4,Not Returned
40202,CUST2379,Cu#tomer_271,Female,19,Surat,Furniture,Product_155,8,₹1135.06,230.06,₹9310.54,Standard,Mobile Web,44778,44780,2,Cancelled,4,Not Returned
40203,CUST1605,Customer_859,Female,59,Bangalore,Grocery,Product_153,2,₹27868.49,264.17,₹56001.15,Standard,App,45166,45171,5,Cancelled,1,
40204,CUST0687,Customer_452,Male,63,Mumbai,Clothing,,1,₹43001.37,377.36,43378.73,Standard,Website,45013,45020,7,Pending,5,Not Returned
40205,CUST2167,Customer_888,Male,20,Mumbai,Beauty,Product_163,8,79587.05,55134,₹637063.96,Same Day,App,18-01-2022,31-01-2022,13,Processing,,Not Returned
40206,CUST0759,Customer_190,Male,34,Lucknow,Automotive,Product_96,,₹20355.19,270.23,₹102046.18,Express,Website,TBD,45178,3,Cancelled,5, Not Returned 
40207,CUST0855,Customer_745,Female,35,Surat,,Product_99,3,₹21274.74,327.09,,Overnight,App,not-a-date,45354,9,Delivered,3,returned
40208,CUST1703,Customer_528,Male,49,Hyderabad,Beauty,Product_117,5,₹73737.18,185.51,₹15598.58,Overnight,Website,13-08-2023,18/08/2023,5,Pending,5,not returned
40209,CUST0566,Customer_168,Male,,Delhi,Sports,Product_116,5,76695.31,456.97,₹383933.52,Standard,Website,,,14,Returned,1,Not Returned
40210,CUST0412,Customer_740,Male,31,,Health,Product_5,9,₹43571.97,143.95,₹392291.68,Express,Website,17-05-2024,19/05/2024,2,Delivered,4,Returned
40211,CUST0696,Customer_116,Female,54,Lucknow,Grocery,Product_52,7,71059.36,398.54,₹497814.06,Standard,App,45077,44932,1,Processing,,Not Returned
40212,CUST2268,Customer_151,Female,42,,Beauty,Product_35,4,₹37292.62,,₹15160.93,Express,Mobile Web,45602,45455,1,Cancelled,1,not returned
40213,CUST2603,Customer_110,Male,20,Lucknow,Beauty,Pr@duct_128,5,₹38303.46,53.14,₹191570.44,Same Day,App,17/02/2023,44975,1, Cancelled ,3,Not Returned
40214,CUST2560,Customer_12,Female,35,Chennai,Automotive,Product_150,5,₹66195.51,244.74,₹331222.29,Overnight,Website,N/A,45148,9,Delivered,1,Not Returned
40215,CUST1615,Customer_614,Female,65,Mumbai,,Product_174,2,₹6271.05,170.84,₹12712.94,Overnight,App,31/08/2024,15/09/2024,15,Returned,3,Not Returned
40216,CUST1180,Customer_601,Female,48,Jaipur,Electronics,Product_98,6,₹60252.73,,361762.3,Standard,App,45498,,12,Delivered,2,Not Returned
40217,CUST1871,Customer_356,Female,22,,Clothing,Product_9,5,₹14830.46,412.11,₹74564.41,Same Day,Website,30-12-2024,45689,3,Returned,3,Not Returned
40218,CUST0670,Customer_67,Male,47,  Hyderabad  ,Clothing,Product_177,9,₹17316.58,,₹156288.15,Overnight,Mobile Web,44933,,9,Returned,3,not returned
40219,CUST1636,Cu#tomer_331,Male,44,Pune,Beauty,Product_127,6,,354.52,,Overnight,App,45443,45632,12,Pending,4,not returned
40220,CUST0947,Customer_621,,39,Pune,Beauty,Product_49,5,₹37164.38,304.03,₹186125.93,Same Day,Mobile Web,45545,45553,8,Delivered,5,Returned
40221,CUST0710,Customer_201,Male,57,Lucknow,Books,Product_55,1,₹69859.20,14.15,₹69873.35,Overnight,App,44594,13-02-2022,11,Processing,1,Not Returned
40222,CUST1693,Customer_659,Male,24,Lucknow,Automotive,Product_61,2,₹26622.09,29.61,₹53273.79,Same Day,Website,45476,45511,5,Cancelled,3,Not Returned
40223,CUST1163,Customer_903,Female,64,Mumbai,Books,Product_82,5,₹36364.39,234.07,₹182056.02,Same Day,Website,45458,,8,Cancelled,5,Not Returned
40224,CUST1122,Customer_831,Female,26,Mumbai,Automotive,Product_122,9,₹56481.75,123.42,₹508459.17,Overnight,Mobile Web,45242,45246,4,Returned,4, Not Returned 
40225,CUST1106,,Male,64,Kolkata,Sports,Product_200,6,₹69391.32,366.07,416713.99,,Mobile Web,28/10/2022,44866,4,Cancelled,5,Not Returned
40226,CUST1004,Customer_531,Female,48,Bangalore,Grocery,Product_1,6,,214.84,₹70976.26,,Mobile Web,44579,23/01/2022,5,,5,Not Returned
40227,CUST2176,Customer_649,Female,19,Lucknow,Books,Product_177,9,₹34653.24,234.65,312113.81,Overnight,Mobile Web,,,11,Returned,4,not returned
40228,CUST2512,Customer_901,Male,50,Hyderabad,Automotive,Product_180,4,₹14537.14,28.9,₹58177.46,Overnight,App,45654,45664,10,Pending,2,Not Returned
40229,CUST2252,Customer_45,Male,29,Mumbai,Grocery,Product_127,10,₹69510.11,76.32,₹695177.42,Express,Website,44889,27-11-2022,3,Cancelled,5,Not Returned
40230,CUST0838,Customer_624,Female,33,Jaipur,Sports,Product_150,10,₹41180.70,28.52,₹411835.52,Standard,Website,22-03-2024,28-03-2024,6,Processing,5,Not Returned
40231,CUST0898,Customer_911,Female,54,Chennai,Furniture,Product_82,3,₹39721.99,208.31,₹119374.28,Express,Mobile Web,44907,21/12/2022,9,Cancelled,1,Not Returned
40232,CUST2789,Customer_643,Male,50,Surat,Furniture,Product_45,5,₹55379.90,450.48,₹277349.98,Express,App,45269,17/09/2023,5, Pending ,,NOT RETURNED
40233,CUST1317,Customer_498,Female,38,Pune,Toys,Product_175,7,₹34231.11,,,Overnight,Website,45204,45058,2,Pending,1,Not Returned
40234,CUST2495,  Customer_346  ,Female,64,Kolkata,Health,Product_29,9,₹79991.00,252.2,₹720171.20,Standard,Website,19-02-2022,44684,14,Returned,3,returned
40235,CUST2444,Customer_584,Female,,Bangalore,Health,Product_138,1,₹54161.91,432.53,₹54594.44,Overnight,App,44562,15-01-2022,14,Pending,2,Not Returned
40236,CUST0711,Customer_667,Male,49,Jaipur,Toys,Product_1,7,48133.53,296.22,₹337230.93,Standard,Mobile Web,44900,44903,3,Cancelled,5,Not Returned
40237,CUST1053,Cu#tomer_47,Male,42,Kolkata,Beauty,,4,₹71891.49,-238.95,₹287804.91,Same Day,App,44692,,4,Delivered,4,Not Returned
40238,CUST0606,  Customer_768  ,Male,,Jaipur,Automotive,Product_198,4,40773.88,297.16,₹163392.68,,Website,45578,45587,9,Returned,2,Not Returned
40239,CUST2888,Customer_369,Female,69,Mumbai,Grocery,Product_79,6,₹9091.92,136.89,₹54688.41,Express,,45467,25/06/2024,1,Processing,2, Returned 
40240,CUST1620,Customer_330,Male,,Kolkata,Sports,Product_135,5,₹13548.97,-475.49,₹68220.34,Same Day,Website,18-07-2022,44770,10, Cancelled ,,Not Returned
40241,CUST0077,Customer_300,Female,66,Mumbai,Electronics,Product_194,5,₹12636.62,249.51,₹63432.61,Standard,Website,44698,30-05-2022,13,Cancelled,4,Returned
40242,CUST1425,Customer_527,Female,27,Pune,Toys,Product_83,7,₹21810.08,287.71,₹152958.27,Overnight,Mobile Web,45146,16/08/2023,8,Processing,5,
40243,CUST2404,Customer_755,Female,66,Kolkata,Beauty,Product_160,8,₹54076.54,484.44,₹433096.76,,Mobile Web,24/06/2022,27/06/2022,3,Pending,4,Not Returned
40244,CUST1166,Customer_737,Male,70,Mumbai,Clothing,Product_90,5,₹4416.82,170.95,₹142715.50,Overnight,,28/05/2023,N/A,6,Cancelled,5,Not Returned
40245,CUST0357,Customer_158,Female,,Jaipur,Electronics,Product_144,4,₹37903.64,243.39,₹151857.95,Same Day,Website,28-10-2023,45241,14,Delivered,5,not returned
40246,CUST2038,Customer_331,Male,58,Lucknow,Automotive,Product_48,7,₹20474.70,275.17,₹143598.07,Same Day,Website,44669,44597,14,Processing,5,RETURNED
40247,CUST1562,Customer_550,Female,38,Surat,Clothing,Product_91,8,₹45862.21,252.51,367150.19,Express,Website,18/07/2022,30/07/2022,12,Pending,,Not Returned
40248,CUST2131,Customer_261,,37,Mumbai,Automotive,Product_44,8,₹57837.61,225.29,,Express,,29/07/2024,,7,Delivered,3,Not Returned
40249,CUST1815,Customer_407,Male,66,Kolkata,Toys,Product_119,4,₹19460.09,163.08,₹78003.44,Overnight,Website,44921,,2,Cancelled,3,Returned
40250,CUST1226,Customer_636,Female,57,Bangalore,Books,Product_34,1,₹10380.68,,10408.19,Same Day,App,45627,25-01-2024,13,Delivered,2,Returned
40251,CUST0060,Customer_417,Male,68,Hyderabad,Grocery,Product_59,5,₹25231.71,99.64,₹126258.19, Express ,Mobile Web,not-a-date,44703,9,Pending,3,
40253,CUST0484,Customer_115,Male,41,Bangalore,Books,Product_93,5,₹52055.04,282.44,₹260557.64,Overnight,Website,45156,23-08-2023,5,Cancelled,4,Not Returned
40254,CUST0884,Customer_451,Female,59,Mumbai,Electronics,Product_27,7,78425.99,39.48,549021.41,Overnight,Mobile Web,44678,44684,6,Cancelled,3,Not Returned
40255,CUST0474,Customer_690,Female,54,Jaipur,Beauty,Product_7,3,₹49232.24,239.51,₹147936.23,Express,Website,22-09-2024,,12,Cancelled,3,Not Returned
40256,CUST1130,Customer_976,Female,25,Jaipur,Toys,Product_96,6,₹70613.40,50.2,₹423730.60,Standard,Mobile Web,45424,45516,3,Returned,1,Not Returned
40258,CUST1072,Customer_724,Female,43,, Health ,Product_196,1,₹34996.30,422.05,₹35418.35,Overnight,App,44979,28-02-2023,6,Processing,1,Not Returned
40259,CUST0604,Customer_973,Male,51,Delhi,Beauty,Product_142,8,63727.06,307.94,₹510124.42,Standard,Mobile Web,45404,30/04/2024,8,Delivered,2,returned
40260,CUST1548,Customer_62,Male,18,  Mumbai  ,Books,Product_193,5,₹65812.04,263.41,₹329323.61,Express,Mobile Web,45118,45125,7,Delivered,1,
40261,CUST1045,Customer_252,Male,45,Chennai,Grocery,Pr@duct_200,1,₹58472.16,155.19,₹58627.35,Overnight,Website,44750,44765,15,Delivered,1,Not Returned
40262,CUST2863,Customer_2,Male,61,Lucknow,Furniture,Product_117,2,₹4963.84,310.29,₹10237.97, Overnight ,Mobile Web,44652,not-a-date,10,,1,Not Returned
40263,CUST2159,Customer_359,Female,24,Delhi,Electronics,Product_189,7,₹79978.27,,₹560184.22,Standard,Mobile Web,44706,44707,1,Returned,3,NOT RETURNED
40264,CUST2192,Customer_718,,56,Lucknow,Furniture,Product_8,9,₹2911.24,74.75,26275.91,Same Day,Website,44737,44741,4,Delivered,1,Returned
40266,CUST2064,Customer_193,Male,23,Lucknow,Furniture,,6,₹79218.47,269.69,₹475580.51,Express,Mobile Web,15/10/2023,18-10-2023,3,Pending,4,Not Returned
40268,CUST2514,Customer_422,Female,50,Hyderabad,Books,Product_88,5,,95.9,₹95619.15,Same Day,Mobile Web,,45598,9,Delivered,2,returned
40269,CUST1294,Customer_565,Male,18,Bangalore,Sports,Product_66,4,₹69955.42,138.38,₹279960.06,Overnight,Website,45020,18-04-2023,14,Processing,,Returned
40270,CUST1432,Customer_578,Male,19,Surat,Clothing,Product_38,1,₹56458.32,50.17,₹56508.49,Same Day,Website,45602,73050,5,Returned,2,Not Returned
40271,CUST0269,Customer_635,Male,69,Mumbai,Sports,Product_173,7,₹57849.46,411.43,₹405357.65,Same Day,Mobile Web,26/07/2022,44783,15, Delivered ,3,Not Returned
40272,CUST2820,Customer_849,Female,67,Kolkata,Electronics,,9,₹14277.20,175.44,₹128670.24,Overnight,App,30-05-2023,45236,12,Returned,5,Not Returned
40273,CUST0154,Customer_25,Female,66,Mumbai,Health,Product_4,8,₹20089.85,168.27,₹160887.07,Express,App,45334,73050,1,Pending,1,Returned
40274,CUST0698,Cu@tomer_552,Female,46,,Sports,Product_93,1,₹38072.31,462.78,₹38535.09,Overnight,Mobile Web,,45024,15,Delivered,2,not returned
40275,CUST2950,Customer_363,Female,55,, Health ,Product_113,6,₹58252.11,372.24,₹349884.90,Express,Website,45516,45645,11,Pending,2, Not Returned 
40276,CUST1399,Customer_987,Female,40,  Lucknow  , Health ,Product_176,7,₹40732.55,,₹285193.32,,Mobile Web,44862,44873,11,Pending,3,Not Returned
40278,CUST0302,Customer_534,Male,28,  Bangalore  ,Health,Product_73,2,₹30557.59,48.06,₹61163.24,Same Day,Website,14/10/2024,15-10-2024,1,Cancelled,4,Not Returned
40279,CUST0261,Customer_228,Male,35,Hyderabad,Health,Product_145,8,₹65376.04,341.46,,Same Day,Website,45528,TBD,9,Pending,3,Not Returned
40280,CUST0745,Customer_961,Female,42,Lucknow,Clothing,,2,27908.66,24.65,₹55841.97,Overnight,Mobile Web,44965,,5,,1,Not Returned
40281,CUST1578,Customer_514,Female,49,Delhi,Books,Product_179,644,₹72664.79,212.76,₹508866.29,Same Day,,45564,45606,12,Returned,1,NOT RETURNED
40282,CUST0085,,Male,58,Surat,Health,,1,₹30358.74,64.79,₹30423.53,Express,Website,22-01-2022,44591,8,Returned,5, Returned 
40283,CUST2630,Customer_55,Male,63,Bangalore,Furniture,Product_193,,,24.96,₹310929.76,Overnight,Mobile Web,44903,17-08-2022,5,Pending,3,NOT RETURNED
40284,CUST2977,Customer_553,Male,55,Bangalore,Health,Product_77,6,₹18724.77,150.73,₹112499.35,Same Day,Website,15/05/2023,45063,2,Processing,3,Not Returned
40285,CUST2314,Customer_545,Female,,Pune,Toys,Product_143,10,₹43746.06,,₹437931.06,Same Day,Website,44565,44746,6,Returned,4,Not Returned
40286,CUST0819,Customer_658,Female,45,Hyderabad,Grocery,Product_196,2,₹2665.93,93.17,₹5425.03,Standard,Mobile Web,45566,14/10/2024,13,Cancelled,1, Returned 
40287,CUST1954,Customer_992,Female,48,Chennai,,,3,₹55510.58,327.08,₹166858.82,Express,App,44904,44828,12,Delivered,4,NOT RETURNED
40288,CUST2178,Customer_826,Female,70,Lucknow,Beauty,Product_49,1,₹55860.70,450.72,₹56311.42,Overnight,,16/07/2023,25-07-2023,9,Pending,2,Not Returned
40289,CUST0927,Customer_167,Female,48,Mumbai,Furniture,Product_175,2,₹69305.97,99.8,₹138711.74,Same Day,App,45234,18/04/2023,7,Returned,3,Not Returned
40290,CUST1062,Customer_504,Female,21,Pune,Sports,Product_79,7,,70.53,₹360600.91,Express,Website,17/05/2024,45438,9,Cancelled,, Not Returned 
40292,CUST1104,  Customer_979  ,Female,57,Jaipur,Toys,Product_72,5,₹2457.28,351.68,₹12638.08, Standard ,Mobile Web,45184,45190,6,Delivered,5,Not Returned
40294,CUST2126,Customer_700,Male,52,Delhi,Sports,Product_106,10,₹16967.36,202.85,₹169876.45,Express,Mobile Web,45215,24-10-2023,8,Returned,1, Returned 
40295,CUST0857,Customer_393,Female,50,Delhi,Grocery,Product_65,8,₹28858.67,254.67,₹231124.03,Same Day,Mobile Web,44868,22/03/2022,11,Returned,4,NOT RETURNED
40296,CUST1187,Customer_626,Male,47,Lucknow,,Product_24,7,₹21890.00,347.1,,Overnight,Mobile Web,23-02-2022,not-a-date,12,Cancelled,3,Returned
40297,CUST0516,  Customer_716  ,,58,Jaipur,Grocery,Product_193,8,₹28453.20,234.56,₹227860.16,Express,Website,,45469,6,Returned,4,Returned
40298,CUST2787,Customer_960,Female,45,Pune,Clothing,Product_150,,₹55608.82,404.45,₹556492.65,Express,Website,20-02-2022,44619,7,Pending,3,
40299,CUST2980,Customer_663,Male,31,Lucknow,Electronics,Product_71,1,₹36518.37,457.69,₹36976.06,Same Day,Mobile Web,29/08/2024,31-08-2024,2,Cancelled,3,Returned
40301,CUST1687,Customer_966,Female,,Jaipur,Books,Product_177,4,₹18643.00,378.3,₹74950.30,Same Day,,30/11/2023,73050,7,Delivered,4,Not Returned
40302,CUST2471,Customer_397,Male,69,,Furniture,Product_157,8,,121.49,₹191805.78,Express,Website,45462,45298,12,Delivered,1,Not Returned
40303,CUST1137,  Customer_955  ,Female,30,Kolkata,Furniture,Product_178,7,₹71834.88,333.85,₹503178.01,Same Day,App,N/A,16-04-2024,6,Processing,2,Returned
40304,CUST0534,Customer_846,Male,52,Hyderabad,Sports,Product_197,8,₹59912.72,417.4,₹479719.16,Same Day,Website,14-01-2024,17-01-2024,3,Cancelled,3,Not Returned
40305,CUST2180,Customer_791,Female,57,Pune,Sports,Product_1,5,₹56080.86,154.63,₹280558.93,Same Day,Mobile Web,45538,45553,15,Cancelled,3,NOT RETURNED
40306,CUST1141,Customer_348,Female,48,Chennai,Clothing,Pr#duct_55,1,₹64680.97,148.21,₹64829.18,Same Day,App,45607,45612,5,Processing,1,Not Returned
40307,CUST1580,Customer_584,Female,51,Delhi,Clothing,Product_130,2,₹69027.20,351.78,₹138406.18,Same Day,App,22/02/2022,24/02/2022,2,Returned,2,Returned
40309,CUST0096,Customer_224,Male,30,Lucknow,Grocery,Product_81,1,₹68626.42,314.77,₹68941.19,Same Day,Mobile Web,,45263,5,Pending,4,Not Returned
40310,CUST1954,Customer_446,Female,69,,Electronics,Product_98,,₹69737.39,247.39,₹139722.17,Express,Website,23-06-2024,45468,2,Processing,4,Returned
40311,CUST1236,Customer_111,Female,37,Hyderabad, Sports ,Product_134,6,47634.41,497.4,₹286303.86,Express,App,14-12-2023,45279,5,Pending,5,Not Returned
40312,CUST0248,Customer_711,Male,32,Jaipur,Electronics,Product_78,4,₹15901.96,387.95,₹63995.79,Standard,Website,45395,16-04-2024,3,Pending,1,Not Returned
40313,CUST2648,Customer_547,Male,18,Bangalore,Sports,Product_73,4,₹30228.91,334.93,121250.57,Express,Website,17-01-2022,44582,4,Returned,2,Returned
40314,CUST0504,Customer_381,,56,Hyderabad,Furniture,Product_169,9,₹16683.43,129.11,₹150279.98,Standard,Website,27-05-2024,45440,1,Pending,1,returned
40315,CUST1750,Customer_428,Female,45,Surat,Grocery,Product_37,6,₹31271.62,393.11,₹188022.83,Express,Mobile Web,45053,45174,2,Pending,1,Not Returned
40316,CUST1032,Customer_758,Female,33,Chennai,Clothing,Product_31,1,₹16528.57,436.48,₹16965.05,Express,Mobile Web,44601,73050,11, Delivered ,5,not returned
40317,CUST0372,Customer_817,Male,-62,Lucknow,,Product_48,10,₹67866.64,,,Same Day,App,45317,45331,14,Processing,4,
40318,CUST0970,Customer_851,Female,30,Bangalore,Furniture,Product_141,8,₹685.44,139.67,₹5623.19,Express,App,17-03-2023,20/03/2023,3,Delivered,,Not Returned
40319,CUST2842,Customer_951,Male,47,Jaipur,Sports,Product_13,10,43693.14,0.62,₹436932.02, Overnight ,Mobile Web,23-06-2022,44688,12,Cancelled,2,
40320,CUST2067,Customer_697,Male,18,Pune,Sports,Pr@duct_140,774,,7.61,₹685102.28,Overnight,Website,45422,45427,5,Processing,5,Not Returned
40322,CUST2869,Customer_933,Female,35,Hyderabad,Health,Product_136,5,₹55731.85,331.03,278990.28,Same Day,App,26-06-2022,44742,4,Cancelled,4,Not Returned
40323,CUST0648,Customer_974,Female,67,Hyderabad,Grocery,Product_157,7,₹75826.77,463.44,,Standard,Mobile Web,30-08-2023,45116,8,Cancelled,4,Returned
40324,CUST1950,  Customer_498  ,Male,35,Bangalore,Toys,Product_50,7,₹49445.63,274.26,₹346393.67,Express,,44595,44629,7,Cancelled,1,Not Returned
40325,CUST1092,Customer_852,Female,24,Mumbai,Health,Product_131,5,₹67469.90,,₹337553.84, Overnight ,Website,15/02/2024,45338,1,Processing,2,Not Returned
40326,CUST1463,Customer_562,Female,56,Pune,Health,Product_50,2,₹71453.67,91.54,₹142998.88,Same Day,App,44806,TBD,15,Processing,5,Not Returned
